Data,Ano,Mes,Dia,Mes_Nome,Mes_Nome_Completo,Ano_Mes,Ano_Mes_Label,Dia_Semana,Dia_Semana_Abrev,Dia_Semana_Num,Semana_ISO,Semana_Inicio,Semana_Label,Loja,Canal,Valor
2025-01-30,2025,1,30,Jan,Janeiro,2025-01,Jan/2025,Quinta,Qui,4,5,2025-01-27,27/01 - 02/02/2025,VILA MARIANA,CASA,9131.18
2025-01-30,2025,1,30,Jan,Janeiro,2025-01,Jan/2025,Quinta,Qui,4,5,2025-01-27,27/01 - 02/02/2025,VILA MARIANA,DELIVERY,1531.6
2025-01-31,2025,1,31,Jan,Janeiro,2025-01,Jan/2025,Sexta,Sex,5,5,2025-01-27,27/01 - 02/02/2025,CARINAS,CASA,50299.9
2025-01-31,2025,1,31,Jan,Janeiro,2025-01,Jan/2025,Sexta,Sex,5,5,2025-01-27,27/01 - 02/02/2025,CHÁCARA,CASA,10588.0
2025-01-31,2025,1,31,Jan,Janeiro,2025-01,Jan/2025,Sexta,Sex,5,5,2025-01-27,27/01 - 02/02/2025,CHÁCARA,DELIVERY,690.7
2025-01-31,2025,1,31,Jan,Janeiro,2025-01,Jan/2025,Sexta,Sex,5,5,2025-01-27,27/01 - 02/02/2025,LAPA,CASA,24415.69
2025-01-31,2025,1,31,Jan,Janeiro,2025-01,Jan/2025,Sexta,Sex,5,5,2025-01-27,27/01 - 02/02/2025,LAPA,DELIVERY,1289.7
2025-01-31,2025,1,31,Jan,Janeiro,2025-01,Jan/2025,Sexta,Sex,5,5,2025-01-27,27/01 - 02/02/2025,PAVÃO,CASA,9029.5
2025-01-31,2025,1,31,Jan,Janeiro,2025-01,Jan/2025,Sexta,Sex,5,5,2025-01-27,27/01 - 02/02/2025,PAVÃO,DELIVERY,980.32
2025-01-31,2025,1,31,Jan,Janeiro,2025-01,Jan/2025,Sexta,Sex,5,5,2025-01-27,27/01 - 02/02/2025,PERDIZES,CASA,15593.7
2025-01-31,2025,1,31,Jan,Janeiro,2025-01,Jan/2025,Sexta,Sex,5,5,2025-01-27,27/01 - 02/02/2025,PERDIZES,DELIVERY,616.3
2025-01-31,2025,1,31,Jan,Janeiro,2025-01,Jan/2025,Sexta,Sex,5,5,2025-01-27,27/01 - 02/02/2025,SANTANA,CASA,16395.82
2025-01-31,2025,1,31,Jan,Janeiro,2025-01,Jan/2025,Sexta,Sex,5,5,2025-01-27,27/01 - 02/02/2025,SANTANA,DELIVERY,748.8
2025-01-31,2025,1,31,Jan,Janeiro,2025-01,Jan/2025,Sexta,Sex,5,5,2025-01-27,27/01 - 02/02/2025,SANTO ANDRÉ,CASA,129375.68
2025-01-31,2025,1,31,Jan,Janeiro,2025-01,Jan/2025,Sexta,Sex,5,5,2025-01-27,27/01 - 02/02/2025,SANTO ANDRÉ,DELIVERY,730.3
2025-01-31,2025,1,31,Jan,Janeiro,2025-01,Jan/2025,Sexta,Sex,5,5,2025-01-27,27/01 - 02/02/2025,TATUAPÉ,CASA,24852.78
2025-01-31,2025,1,31,Jan,Janeiro,2025-01,Jan/2025,Sexta,Sex,5,5,2025-01-27,27/01 - 02/02/2025,TATUAPÉ,DELIVERY,1207.7
2025-01-31,2025,1,31,Jan,Janeiro,2025-01,Jan/2025,Sexta,Sex,5,5,2025-01-27,27/01 - 02/02/2025,VILA MADALENA,CASA,26392.99
2025-01-31,2025,1,31,Jan,Janeiro,2025-01,Jan/2025,Sexta,Sex,5,5,2025-01-27,27/01 - 02/02/2025,VILA MADALENA,DELIVERY,768.7
2025-01-31,2025,1,31,Jan,Janeiro,2025-01,Jan/2025,Sexta,Sex,5,5,2025-01-27,27/01 - 02/02/2025,VILA MARIANA,CASA,22066.74
2025-01-31,2025,1,31,Jan,Janeiro,2025-01,Jan/2025,Sexta,Sex,5,5,2025-01-27,27/01 - 02/02/2025,VILA MARIANA,DELIVERY,1847.2
2025-02-01,2025,2,1,Fev,Fevereiro,2025-02,Fev/2025,Sábado,Sáb,6,5,2025-01-27,27/01 - 02/02/2025,CARINAS,CASA,181888.57
2025-02-01,2025,2,1,Fev,Fevereiro,2025-02,Fev/2025,Sábado,Sáb,6,5,2025-01-27,27/01 - 02/02/2025,CHÁCARA,CASA,31035.93
2025-02-01,2025,2,1,Fev,Fevereiro,2025-02,Fev/2025,Sábado,Sáb,6,5,2025-01-27,27/01 - 02/02/2025,LAPA,CASA,54081.13
2025-02-01,2025,2,1,Fev,Fevereiro,2025-02,Fev/2025,Sábado,Sáb,6,5,2025-01-27,27/01 - 02/02/2025,PAVÃO,CASA,33397.38
2025-02-01,2025,2,1,Fev,Fevereiro,2025-02,Fev/2025,Sábado,Sáb,6,5,2025-01-27,27/01 - 02/02/2025,PERDIZES,CASA,51648.04
2025-02-01,2025,2,1,Fev,Fevereiro,2025-02,Fev/2025,Sábado,Sáb,6,5,2025-01-27,27/01 - 02/02/2025,SANTANA,CASA,126986.11
2025-02-01,2025,2,1,Fev,Fevereiro,2025-02,Fev/2025,Sábado,Sáb,6,5,2025-01-27,27/01 - 02/02/2025,SANTO ANDRÉ,CASA,149672.52
2025-02-01,2025,2,1,Fev,Fevereiro,2025-02,Fev/2025,Sábado,Sáb,6,5,2025-01-27,27/01 - 02/02/2025,TATUAPÉ,CASA,137545.35
2025-02-01,2025,2,1,Fev,Fevereiro,2025-02,Fev/2025,Sábado,Sáb,6,5,2025-01-27,27/01 - 02/02/2025,VILA MADALENA,CASA,41357.84
2025-02-01,2025,2,1,Fev,Fevereiro,2025-02,Fev/2025,Sábado,Sáb,6,5,2025-01-27,27/01 - 02/02/2025,VILA MARIANA,CASA,37279.53
2025-02-02,2025,2,2,Fev,Fevereiro,2025-02,Fev/2025,Domingo,Dom,7,5,2025-01-27,27/01 - 02/02/2025,CARINAS,CASA,127546.03
2025-02-02,2025,2,2,Fev,Fevereiro,2025-02,Fev/2025,Domingo,Dom,7,5,2025-01-27,27/01 - 02/02/2025,CHÁCARA,CASA,28187.06
2025-02-02,2025,2,2,Fev,Fevereiro,2025-02,Fev/2025,Domingo,Dom,7,5,2025-01-27,27/01 - 02/02/2025,LAPA,CASA,31556.51
2025-02-02,2025,2,2,Fev,Fevereiro,2025-02,Fev/2025,Domingo,Dom,7,5,2025-01-27,27/01 - 02/02/2025,PAVÃO,CASA,22446.18
2025-02-02,2025,2,2,Fev,Fevereiro,2025-02,Fev/2025,Domingo,Dom,7,5,2025-01-27,27/01 - 02/02/2025,PERDIZES,CASA,36108.86
2025-02-02,2025,2,2,Fev,Fevereiro,2025-02,Fev/2025,Domingo,Dom,7,5,2025-01-27,27/01 - 02/02/2025,SANTANA,CASA,78882.27
2025-02-02,2025,2,2,Fev,Fevereiro,2025-02,Fev/2025,Domingo,Dom,7,5,2025-01-27,27/01 - 02/02/2025,SANTO ANDRÉ,CASA,70625.2
2025-02-02,2025,2,2,Fev,Fevereiro,2025-02,Fev/2025,Domingo,Dom,7,5,2025-01-27,27/01 - 02/02/2025,TATUAPÉ,CASA,62246.6
2025-02-02,2025,2,2,Fev,Fevereiro,2025-02,Fev/2025,Domingo,Dom,7,5,2025-01-27,27/01 - 02/02/2025,VILA MADALENA,CASA,24892.2
2025-02-02,2025,2,2,Fev,Fevereiro,2025-02,Fev/2025,Domingo,Dom,7,5,2025-01-27,27/01 - 02/02/2025,VILA MARIANA,CASA,32261.35
2025-02-04,2025,2,4,Fev,Fevereiro,2025-02,Fev/2025,Terça,Ter,2,6,2025-02-03,03/02 - 09/02/2025,CARINAS,CASA,37418.85
2025-02-04,2025,2,4,Fev,Fevereiro,2025-02,Fev/2025,Terça,Ter,2,6,2025-02-03,03/02 - 09/02/2025,CHÁCARA,CASA,3896.26
2025-02-04,2025,2,4,Fev,Fevereiro,2025-02,Fev/2025,Terça,Ter,2,6,2025-02-03,03/02 - 09/02/2025,LAPA,CASA,9875.7
2025-02-04,2025,2,4,Fev,Fevereiro,2025-02,Fev/2025,Terça,Ter,2,6,2025-02-03,03/02 - 09/02/2025,PAVÃO,CASA,7406.98
2025-02-04,2025,2,4,Fev,Fevereiro,2025-02,Fev/2025,Terça,Ter,2,6,2025-02-03,03/02 - 09/02/2025,PERDIZES,CASA,8591.2
2025-02-04,2025,2,4,Fev,Fevereiro,2025-02,Fev/2025,Terça,Ter,2,6,2025-02-03,03/02 - 09/02/2025,SANTANA,CASA,10699.95
2025-02-04,2025,2,4,Fev,Fevereiro,2025-02,Fev/2025,Terça,Ter,2,6,2025-02-03,03/02 - 09/02/2025,TATUAPÉ,CASA,119259.82
2025-02-04,2025,2,4,Fev,Fevereiro,2025-02,Fev/2025,Terça,Ter,2,6,2025-02-03,03/02 - 09/02/2025,VILA MADALENA,CASA,4310.07
2025-02-04,2025,2,4,Fev,Fevereiro,2025-02,Fev/2025,Terça,Ter,2,6,2025-02-03,03/02 - 09/02/2025,VILA MARIANA,CASA,6967.49
2025-02-05,2025,2,5,Fev,Fevereiro,2025-02,Fev/2025,Quarta,Qua,3,6,2025-02-03,03/02 - 09/02/2025,CARINAS,CASA,29263.7
2025-02-05,2025,2,5,Fev,Fevereiro,2025-02,Fev/2025,Quarta,Qua,3,6,2025-02-03,03/02 - 09/02/2025,CHÁCARA,CASA,13861.18
2025-02-05,2025,2,5,Fev,Fevereiro,2025-02,Fev/2025,Quarta,Qua,3,6,2025-02-03,03/02 - 09/02/2025,LAPA,CASA,2144.72
2025-02-05,2025,2,5,Fev,Fevereiro,2025-02,Fev/2025,Quarta,Qua,3,6,2025-02-03,03/02 - 09/02/2025,PAVÃO,CASA,7907.28
2025-02-05,2025,2,5,Fev,Fevereiro,2025-02,Fev/2025,Quarta,Qua,3,6,2025-02-03,03/02 - 09/02/2025,PERDIZES,CASA,5786.25
2025-02-05,2025,2,5,Fev,Fevereiro,2025-02,Fev/2025,Quarta,Qua,3,6,2025-02-03,03/02 - 09/02/2025,SANTANA,CASA,10730.85
2025-02-05,2025,2,5,Fev,Fevereiro,2025-02,Fev/2025,Quarta,Qua,3,6,2025-02-03,03/02 - 09/02/2025,SANTO ANDRÉ,CASA,6413.95
2025-02-05,2025,2,5,Fev,Fevereiro,2025-02,Fev/2025,Quarta,Qua,3,6,2025-02-03,03/02 - 09/02/2025,TATUAPÉ,CASA,11135.26
2025-02-05,2025,2,5,Fev,Fevereiro,2025-02,Fev/2025,Quarta,Qua,3,6,2025-02-03,03/02 - 09/02/2025,VILA MADALENA,CASA,2750.87
2025-02-05,2025,2,5,Fev,Fevereiro,2025-02,Fev/2025,Quarta,Qua,3,6,2025-02-03,03/02 - 09/02/2025,VILA MARIANA,CASA,12079.72
2025-02-06,2025,2,6,Fev,Fevereiro,2025-02,Fev/2025,Quinta,Qui,4,6,2025-02-03,03/02 - 09/02/2025,CARINAS,CASA,38882.14
2025-02-06,2025,2,6,Fev,Fevereiro,2025-02,Fev/2025,Quinta,Qui,4,6,2025-02-03,03/02 - 09/02/2025,CHÁCARA,CASA,28833.81
2025-02-06,2025,2,6,Fev,Fevereiro,2025-02,Fev/2025,Quinta,Qui,4,6,2025-02-03,03/02 - 09/02/2025,LAPA,CASA,3940.73
2025-02-06,2025,2,6,Fev,Fevereiro,2025-02,Fev/2025,Quinta,Qui,4,6,2025-02-03,03/02 - 09/02/2025,PAVÃO,CASA,6054.76
2025-02-06,2025,2,6,Fev,Fevereiro,2025-02,Fev/2025,Quinta,Qui,4,6,2025-02-03,03/02 - 09/02/2025,PERDIZES,CASA,4969.51
2025-02-06,2025,2,6,Fev,Fevereiro,2025-02,Fev/2025,Quinta,Qui,4,6,2025-02-03,03/02 - 09/02/2025,SANTANA,CASA,11512.04
2025-02-06,2025,2,6,Fev,Fevereiro,2025-02,Fev/2025,Quinta,Qui,4,6,2025-02-03,03/02 - 09/02/2025,SANTO ANDRÉ,CASA,43095.38
2025-02-06,2025,2,6,Fev,Fevereiro,2025-02,Fev/2025,Quinta,Qui,4,6,2025-02-03,03/02 - 09/02/2025,TATUAPÉ,CASA,9334.78
2025-02-06,2025,2,6,Fev,Fevereiro,2025-02,Fev/2025,Quinta,Qui,4,6,2025-02-03,03/02 - 09/02/2025,VILA MADALENA,CASA,20072.31
2025-02-06,2025,2,6,Fev,Fevereiro,2025-02,Fev/2025,Quinta,Qui,4,6,2025-02-03,03/02 - 09/02/2025,VILA MARIANA,CASA,10991.34
2025-02-07,2025,2,7,Fev,Fevereiro,2025-02,Fev/2025,Sexta,Sex,5,6,2025-02-03,03/02 - 09/02/2025,CARINAS,CASA,54019.4
2025-02-07,2025,2,7,Fev,Fevereiro,2025-02,Fev/2025,Sexta,Sex,5,6,2025-02-03,03/02 - 09/02/2025,CHÁCARA,CASA,6491.2
2025-02-07,2025,2,7,Fev,Fevereiro,2025-02,Fev/2025,Sexta,Sex,5,6,2025-02-03,03/02 - 09/02/2025,LAPA,CASA,13640.56
2025-02-07,2025,2,7,Fev,Fevereiro,2025-02,Fev/2025,Sexta,Sex,5,6,2025-02-03,03/02 - 09/02/2025,PAVÃO,CASA,13764.17
2025-02-07,2025,2,7,Fev,Fevereiro,2025-02,Fev/2025,Sexta,Sex,5,6,2025-02-03,03/02 - 09/02/2025,PERDIZES,CASA,16735.66
2025-02-07,2025,2,7,Fev,Fevereiro,2025-02,Fev/2025,Sexta,Sex,5,6,2025-02-03,03/02 - 09/02/2025,SANTANA,CASA,20173.72
2025-02-07,2025,2,7,Fev,Fevereiro,2025-02,Fev/2025,Sexta,Sex,5,6,2025-02-03,03/02 - 09/02/2025,SANTO ANDRÉ,CASA,160854.47
2025-02-07,2025,2,7,Fev,Fevereiro,2025-02,Fev/2025,Sexta,Sex,5,6,2025-02-03,03/02 - 09/02/2025,TATUAPÉ,CASA,46721.9
2025-02-07,2025,2,7,Fev,Fevereiro,2025-02,Fev/2025,Sexta,Sex,5,6,2025-02-03,03/02 - 09/02/2025,VILA MADALENA,CASA,11685.92
2025-02-07,2025,2,7,Fev,Fevereiro,2025-02,Fev/2025,Sexta,Sex,5,6,2025-02-03,03/02 - 09/02/2025,VILA MARIANA,CASA,23765.92
2025-02-08,2025,2,8,Fev,Fevereiro,2025-02,Fev/2025,Sábado,Sáb,6,6,2025-02-03,03/02 - 09/02/2025,CARINAS,CASA,188183.81
2025-02-08,2025,2,8,Fev,Fevereiro,2025-02,Fev/2025,Sábado,Sáb,6,6,2025-02-03,03/02 - 09/02/2025,CHÁCARA,CASA,46154.79
2025-02-08,2025,2,8,Fev,Fevereiro,2025-02,Fev/2025,Sábado,Sáb,6,6,2025-02-03,03/02 - 09/02/2025,LAPA,CASA,63078.94
2025-02-08,2025,2,8,Fev,Fevereiro,2025-02,Fev/2025,Sábado,Sáb,6,6,2025-02-03,03/02 - 09/02/2025,PAVÃO,CASA,41372.25
2025-02-08,2025,2,8,Fev,Fevereiro,2025-02,Fev/2025,Sábado,Sáb,6,6,2025-02-03,03/02 - 09/02/2025,PERDIZES,CASA,57990.45
2025-02-08,2025,2,8,Fev,Fevereiro,2025-02,Fev/2025,Sábado,Sáb,6,6,2025-02-03,03/02 - 09/02/2025,SANTANA,CASA,168937.04
2025-02-08,2025,2,8,Fev,Fevereiro,2025-02,Fev/2025,Sábado,Sáb,6,6,2025-02-03,03/02 - 09/02/2025,SANTO ANDRÉ,CASA,182322.12
2025-02-08,2025,2,8,Fev,Fevereiro,2025-02,Fev/2025,Sábado,Sáb,6,6,2025-02-03,03/02 - 09/02/2025,TATUAPÉ,CASA,161931.1
2025-02-08,2025,2,8,Fev,Fevereiro,2025-02,Fev/2025,Sábado,Sáb,6,6,2025-02-03,03/02 - 09/02/2025,VILA MADALENA,CASA,50717.18
2025-02-08,2025,2,8,Fev,Fevereiro,2025-02,Fev/2025,Sábado,Sáb,6,6,2025-02-03,03/02 - 09/02/2025,VILA MARIANA,CASA,44631.72
2025-02-09,2025,2,9,Fev,Fevereiro,2025-02,Fev/2025,Domingo,Dom,7,6,2025-02-03,03/02 - 09/02/2025,CARINAS,CASA,65028.83
2025-02-09,2025,2,9,Fev,Fevereiro,2025-02,Fev/2025,Domingo,Dom,7,6,2025-02-03,03/02 - 09/02/2025,CHÁCARA,CASA,23115.89
2025-02-09,2025,2,9,Fev,Fevereiro,2025-02,Fev/2025,Domingo,Dom,7,6,2025-02-03,03/02 - 09/02/2025,LAPA,CASA,22116.14
2025-02-09,2025,2,9,Fev,Fevereiro,2025-02,Fev/2025,Domingo,Dom,7,6,2025-02-03,03/02 - 09/02/2025,PAVÃO,CASA,23591.82
2025-02-09,2025,2,9,Fev,Fevereiro,2025-02,Fev/2025,Domingo,Dom,7,6,2025-02-03,03/02 - 09/02/2025,PERDIZES,CASA,29296.24
2025-02-09,2025,2,9,Fev,Fevereiro,2025-02,Fev/2025,Domingo,Dom,7,6,2025-02-03,03/02 - 09/02/2025,SANTANA,CASA,50748.64
2025-02-09,2025,2,9,Fev,Fevereiro,2025-02,Fev/2025,Domingo,Dom,7,6,2025-02-03,03/02 - 09/02/2025,SANTO ANDRÉ,CASA,58956.06
2025-02-09,2025,2,9,Fev,Fevereiro,2025-02,Fev/2025,Domingo,Dom,7,6,2025-02-03,03/02 - 09/02/2025,TATUAPÉ,CASA,51483.66
2025-02-09,2025,2,9,Fev,Fevereiro,2025-02,Fev/2025,Domingo,Dom,7,6,2025-02-03,03/02 - 09/02/2025,VILA MADALENA,CASA,43649.66
2025-02-09,2025,2,9,Fev,Fevereiro,2025-02,Fev/2025,Domingo,Dom,7,6,2025-02-03,03/02 - 09/02/2025,VILA MARIANA,CASA,34744.66
2025-02-10,2025,2,10,Fev,Fevereiro,2025-02,Fev/2025,Segunda,Seg,1,7,2025-02-10,10/02 - 16/02/2025,LAPA,CASA,29149.3
2025-02-11,2025,2,11,Fev,Fevereiro,2025-02,Fev/2025,Terça,Ter,2,7,2025-02-10,10/02 - 16/02/2025,CARINAS,CASA,58374.55
2025-02-11,2025,2,11,Fev,Fevereiro,2025-02,Fev/2025,Terça,Ter,2,7,2025-02-10,10/02 - 16/02/2025,CHÁCARA,CASA,3212.73
2025-02-11,2025,2,11,Fev,Fevereiro,2025-02,Fev/2025,Terça,Ter,2,7,2025-02-10,10/02 - 16/02/2025,LAPA,CASA,8298.78
2025-02-11,2025,2,11,Fev,Fevereiro,2025-02,Fev/2025,Terça,Ter,2,7,2025-02-10,10/02 - 16/02/2025,PAVÃO,CASA,5807.76
2025-02-11,2025,2,11,Fev,Fevereiro,2025-02,Fev/2025,Terça,Ter,2,7,2025-02-10,10/02 - 16/02/2025,PERDIZES,CASA,9097.57
2025-02-11,2025,2,11,Fev,Fevereiro,2025-02,Fev/2025,Terça,Ter,2,7,2025-02-10,10/02 - 16/02/2025,SANTANA,CASA,23328.91
2025-02-11,2025,2,11,Fev,Fevereiro,2025-02,Fev/2025,Terça,Ter,2,7,2025-02-10,10/02 - 16/02/2025,TATUAPÉ,CASA,18477.99
2025-02-11,2025,2,11,Fev,Fevereiro,2025-02,Fev/2025,Terça,Ter,2,7,2025-02-10,10/02 - 16/02/2025,VILA MADALENA,CASA,1277.9
2025-02-11,2025,2,11,Fev,Fevereiro,2025-02,Fev/2025,Terça,Ter,2,7,2025-02-10,10/02 - 16/02/2025,VILA MARIANA,CASA,7938.99
2025-02-12,2025,2,12,Fev,Fevereiro,2025-02,Fev/2025,Quarta,Qua,3,7,2025-02-10,10/02 - 16/02/2025,CARINAS,CASA,16066.22
2025-02-12,2025,2,12,Fev,Fevereiro,2025-02,Fev/2025,Quarta,Qua,3,7,2025-02-10,10/02 - 16/02/2025,CHÁCARA,CASA,6178.42
2025-02-12,2025,2,12,Fev,Fevereiro,2025-02,Fev/2025,Quarta,Qua,3,7,2025-02-10,10/02 - 16/02/2025,LAPA,CASA,2249.57
2025-02-12,2025,2,12,Fev,Fevereiro,2025-02,Fev/2025,Quarta,Qua,3,7,2025-02-10,10/02 - 16/02/2025,PAVÃO,CASA,28631.59
2025-02-12,2025,2,12,Fev,Fevereiro,2025-02,Fev/2025,Quarta,Qua,3,7,2025-02-10,10/02 - 16/02/2025,PERDIZES,CASA,7856.62
2025-02-12,2025,2,12,Fev,Fevereiro,2025-02,Fev/2025,Quarta,Qua,3,7,2025-02-10,10/02 - 16/02/2025,SANTANA,CASA,6677.19
2025-02-12,2025,2,12,Fev,Fevereiro,2025-02,Fev/2025,Quarta,Qua,3,7,2025-02-10,10/02 - 16/02/2025,SANTO ANDRÉ,CASA,13571.0
2025-02-12,2025,2,12,Fev,Fevereiro,2025-02,Fev/2025,Quarta,Qua,3,7,2025-02-10,10/02 - 16/02/2025,VILA MADALENA,CASA,18708.7
2025-02-12,2025,2,12,Fev,Fevereiro,2025-02,Fev/2025,Quarta,Qua,3,7,2025-02-10,10/02 - 16/02/2025,VILA MARIANA,CASA,9538.88
2025-02-13,2025,2,13,Fev,Fevereiro,2025-02,Fev/2025,Quinta,Qui,4,7,2025-02-10,10/02 - 16/02/2025,CARINAS,CASA,10648.34
2025-02-13,2025,2,13,Fev,Fevereiro,2025-02,Fev/2025,Quinta,Qui,4,7,2025-02-10,10/02 - 16/02/2025,CHÁCARA,CASA,21267.25
2025-02-13,2025,2,13,Fev,Fevereiro,2025-02,Fev/2025,Quinta,Qui,4,7,2025-02-10,10/02 - 16/02/2025,LAPA,CASA,3855.47
2025-02-13,2025,2,13,Fev,Fevereiro,2025-02,Fev/2025,Quinta,Qui,4,7,2025-02-10,10/02 - 16/02/2025,PAVÃO,CASA,4843.36
2025-02-13,2025,2,13,Fev,Fevereiro,2025-02,Fev/2025,Quinta,Qui,4,7,2025-02-10,10/02 - 16/02/2025,PERDIZES,CASA,6301.12
2025-02-13,2025,2,13,Fev,Fevereiro,2025-02,Fev/2025,Quinta,Qui,4,7,2025-02-10,10/02 - 16/02/2025,SANTANA,CASA,7111.81
2025-02-13,2025,2,13,Fev,Fevereiro,2025-02,Fev/2025,Quinta,Qui,4,7,2025-02-10,10/02 - 16/02/2025,SANTO ANDRÉ,CASA,13096.35
2025-02-13,2025,2,13,Fev,Fevereiro,2025-02,Fev/2025,Quinta,Qui,4,7,2025-02-10,10/02 - 16/02/2025,TATUAPÉ,CASA,13726.1
2025-02-13,2025,2,13,Fev,Fevereiro,2025-02,Fev/2025,Quinta,Qui,4,7,2025-02-10,10/02 - 16/02/2025,VILA MADALENA,CASA,30481.98
2025-02-13,2025,2,13,Fev,Fevereiro,2025-02,Fev/2025,Quinta,Qui,4,7,2025-02-10,10/02 - 16/02/2025,VILA MARIANA,CASA,7214.23
2025-02-14,2025,2,14,Fev,Fevereiro,2025-02,Fev/2025,Sexta,Sex,5,7,2025-02-10,10/02 - 16/02/2025,CARINAS,CASA,41338.47
2025-02-14,2025,2,14,Fev,Fevereiro,2025-02,Fev/2025,Sexta,Sex,5,7,2025-02-10,10/02 - 16/02/2025,CHÁCARA,CASA,6860.84
2025-02-14,2025,2,14,Fev,Fevereiro,2025-02,Fev/2025,Sexta,Sex,5,7,2025-02-10,10/02 - 16/02/2025,LAPA,CASA,9442.98
2025-02-14,2025,2,14,Fev,Fevereiro,2025-02,Fev/2025,Sexta,Sex,5,7,2025-02-10,10/02 - 16/02/2025,PAVÃO,CASA,13897.47
2025-02-14,2025,2,14,Fev,Fevereiro,2025-02,Fev/2025,Sexta,Sex,5,7,2025-02-10,10/02 - 16/02/2025,PERDIZES,CASA,17509.56
2025-02-14,2025,2,14,Fev,Fevereiro,2025-02,Fev/2025,Sexta,Sex,5,7,2025-02-10,10/02 - 16/02/2025,SANTANA,CASA,22850.26
2025-02-14,2025,2,14,Fev,Fevereiro,2025-02,Fev/2025,Sexta,Sex,5,7,2025-02-10,10/02 - 16/02/2025,SANTO ANDRÉ,CASA,219471.13
2025-02-14,2025,2,14,Fev,Fevereiro,2025-02,Fev/2025,Sexta,Sex,5,7,2025-02-10,10/02 - 16/02/2025,TATUAPÉ,CASA,36624.78
2025-02-14,2025,2,14,Fev,Fevereiro,2025-02,Fev/2025,Sexta,Sex,5,7,2025-02-10,10/02 - 16/02/2025,VILA MADALENA,CASA,11600.93
2025-02-14,2025,2,14,Fev,Fevereiro,2025-02,Fev/2025,Sexta,Sex,5,7,2025-02-10,10/02 - 16/02/2025,VILA MARIANA,CASA,21415.27
2025-02-15,2025,2,15,Fev,Fevereiro,2025-02,Fev/2025,Sábado,Sáb,6,7,2025-02-10,10/02 - 16/02/2025,CARINAS,CASA,181906.97
2025-02-15,2025,2,15,Fev,Fevereiro,2025-02,Fev/2025,Sábado,Sáb,6,7,2025-02-10,10/02 - 16/02/2025,CHÁCARA,CASA,39243.01
2025-02-15,2025,2,15,Fev,Fevereiro,2025-02,Fev/2025,Sábado,Sáb,6,7,2025-02-10,10/02 - 16/02/2025,LAPA,CASA,54977.52
2025-02-15,2025,2,15,Fev,Fevereiro,2025-02,Fev/2025,Sábado,Sáb,6,7,2025-02-10,10/02 - 16/02/2025,PAVÃO,CASA,37723.33
2025-02-15,2025,2,15,Fev,Fevereiro,2025-02,Fev/2025,Sábado,Sáb,6,7,2025-02-10,10/02 - 16/02/2025,PERDIZES,CASA,67538.96
2025-02-15,2025,2,15,Fev,Fevereiro,2025-02,Fev/2025,Sábado,Sáb,6,7,2025-02-10,10/02 - 16/02/2025,SANTANA,CASA,171806.8
2025-02-15,2025,2,15,Fev,Fevereiro,2025-02,Fev/2025,Sábado,Sáb,6,7,2025-02-10,10/02 - 16/02/2025,SANTO ANDRÉ,CASA,148788.84
2025-02-15,2025,2,15,Fev,Fevereiro,2025-02,Fev/2025,Sábado,Sáb,6,7,2025-02-10,10/02 - 16/02/2025,TATUAPÉ,CASA,156555.66
2025-02-15,2025,2,15,Fev,Fevereiro,2025-02,Fev/2025,Sábado,Sáb,6,7,2025-02-10,10/02 - 16/02/2025,VILA MADALENA,CASA,71153.23
2025-02-15,2025,2,15,Fev,Fevereiro,2025-02,Fev/2025,Sábado,Sáb,6,7,2025-02-10,10/02 - 16/02/2025,VILA MARIANA,CASA,49053.45
2025-02-16,2025,2,16,Fev,Fevereiro,2025-02,Fev/2025,Domingo,Dom,7,7,2025-02-10,10/02 - 16/02/2025,CARINAS,CASA,62364.48
2025-02-16,2025,2,16,Fev,Fevereiro,2025-02,Fev/2025,Domingo,Dom,7,7,2025-02-10,10/02 - 16/02/2025,CHÁCARA,CASA,17824.51
2025-02-16,2025,2,16,Fev,Fevereiro,2025-02,Fev/2025,Domingo,Dom,7,7,2025-02-10,10/02 - 16/02/2025,LAPA,CASA,30445.59
2025-02-16,2025,2,16,Fev,Fevereiro,2025-02,Fev/2025,Domingo,Dom,7,7,2025-02-10,10/02 - 16/02/2025,PAVÃO,CASA,19042.79
2025-02-16,2025,2,16,Fev,Fevereiro,2025-02,Fev/2025,Domingo,Dom,7,7,2025-02-10,10/02 - 16/02/2025,PERDIZES,CASA,30494.48
2025-02-16,2025,2,16,Fev,Fevereiro,2025-02,Fev/2025,Domingo,Dom,7,7,2025-02-10,10/02 - 16/02/2025,SANTANA,CASA,72351.23
2025-02-16,2025,2,16,Fev,Fevereiro,2025-02,Fev/2025,Domingo,Dom,7,7,2025-02-10,10/02 - 16/02/2025,SANTO ANDRÉ,CASA,51683.02
2025-02-16,2025,2,16,Fev,Fevereiro,2025-02,Fev/2025,Domingo,Dom,7,7,2025-02-10,10/02 - 16/02/2025,TATUAPÉ,CASA,44220.06
2025-02-16,2025,2,16,Fev,Fevereiro,2025-02,Fev/2025,Domingo,Dom,7,7,2025-02-10,10/02 - 16/02/2025,VILA MADALENA,CASA,17679.01
2025-02-16,2025,2,16,Fev,Fevereiro,2025-02,Fev/2025,Domingo,Dom,7,7,2025-02-10,10/02 - 16/02/2025,VILA MARIANA,CASA,42525.8
